media_id,director_id
2158,1113
2160,1114
2166,1115
2168,1116
2169,377
2170,876
2171,5064
2172,1117
2175,1118
2177,1119
2178,1120
2179,1121
2180,1122
2182,1123
2183,31
2184,1124
2184,1125
2185,1126
2188,1127
2189,1128
2190,10693
2191,367
2192,1129
2196,1130
2197,1131
2200,1132
2200,7029
2202,1133
2208,1134
2209,1135
2210,1136
2211,1137
2212,1138
2213,272
2214,836
2215,1139
2216,1140
2217,1141
2218,1142
2219,1143
2220,1144
2221,1145
2221,2298
2223,1146
2224,1147
2225,1148
2226,876
2227,1149
2228,1150
2229,394
2230,1151
2231,1152
2232,1153
2234,1154
2234,1155
2235,1156
2236,1157
2239,1158
2239,1159
2239,9827
2239,9827
2240,1160
2244,1161
2245,1162
2246,1163
2247,1164
2247,1165
2248,1166
2252,1167
2253,1168
2254,1169
2255,1170
2257,1171
2258,1172
2259,1173
2260,1174
2261,1175
2262,1176
2265,1177
2268,1178
2268,7045
2270,39
2272,1179
2272,1180
2272,1181
2273,1182
2274,1183
2274,1184
2275,1185
2276,24
2279,1186
2285,1187
2288,1188
2289,1189
2290,1190
2291,1191
2292,1192
2293,1193
2302,1194
2303,1195
2306,24
2307,1196
2307,1196
2309,1197
2310,1198
2312,1199
2314,1200
2316,1201
2318,1202
2320,1203
2323,1204
2324,805
2324,806
2325,805
2325,806
2326,80
2327,80
2328,805
2328,806
2329,805
2329,806
2330,33
2331,805
2331,806
2332,887
2332,888
2334,1205
2336,1206
2337,1207
2338,1208
2340,1209
2340,1210
2341,1209
2341,1210
2342,1211
2345,86
2346,1212
2347,1212
2347,1212
2349,708
2350,31
2351,719
2353,1213
2353,1214
2354,2005
2354,3040
2354,3074
2354,7462
2355,1215
2357,1216
2358,1217
2359,1218
2360,1219
2361,1220
2363,1221
2364,1222
2365,1223
2365,7651
2366,1224
2367,24
2368,24
2369,1225
2371,1195
2380,1226
2381,1227
2382,1228
2383,171
2384,1229
2384,1230
2391,1231
2391,1232
2392,1233
2393,1234
2394,1235
2396,1236
2398,1235
2399,1235
2400,1237
2401,1238
2403,339
2404,1239
2406,1240
2407,1241
2409,33
2412,805
2412,806
2417,87
2418,184
2420,1242
2423,1243
2424,1244
2425,1245
2427,1246
2428,1247
2430,1248
2431,1249
2432,1250
2433,1251
2435,1098
2436,1252
2437,1253
2439,1254
2440,1255
2441,1256
2444,1257
2445,1258
2449,379
2449,1259
2451,1260
2459,1261
2460,1262
2461,1263
2463,1264
2465,1265
2465,1266
2466,424
2467,1267
2470,9733
2471,1268
2472,1269
2473,1270
2474,1271
2475,1272
2477,1273
2480,184
2481,1274
2481,1275
2482,1276
2485,1277
2486,1278
2487,1279
2490,7697
2494,1280
2494,1281
2498,1282
2500,445
2501,1283
2503,1284
2507,1285
2508,1286
2510,1287
2511,1288
2516,1289
2517,1290
2518,1291
2519,716
2521,1292
2521,1293
2521,1294
2521,1295
2522,1296
2523,375
2524,1297
2524,1298
2525,1299
2526,1300
2527,541
2528,1301
2531,33
2532,1302
2533,1303
2534,1304
2537,1305
2538,1306
2539,1306
2540,1307
2542,1308
2543,1309
2544,1310
2545,1311
2546,923
2549,1312
2550,1313
2551,1314
2553,1315
2555,1316
2556,1317
2556,1318
2557,1319
2558,171
2559,1320
2560,1321
2564,1322
2566,1323
2568,1324
2570,1325
2571,1326
2572,1327
2576,33
2577,1328
2578,1329
2579,422
2580,840
2581,1330
2582,1331
2586,1332
2588,1333
2589,1334
2589,1334
2591,1335
2593,1336
2594,1337
2595,1338
2596,1339
2598,1014
2599,1340
2603,1341
2604,1342
2605,456
2606,1343
2609,1344
2611,1345
2612,1346
2613,1347
2616,1348
2617,699
2618,612
2619,1349
2620,1350
2621,1351
2622,1352
2625,18
2626,514
2627,1353
2628,1068
2629,1354
2630,699
2631,1355
2634,525
2635,1356
2636,208
2637,31
2638,974
2639,1357
2640,1358
2641,1359
2644,1360
2644,1360
2645,174
2645,4739
2646,1361
2647,1362
2648,1363
2650,1364
2654,754
2655,1365
2656,1366
2657,751
2660,1367
2662,1368
2663,1369
2666,30
2667,1370
2667,1371
2668,1246
2669,1178
2669,1372
2669,1373
2670,1374
2672,707
2673,1375
2674,1376
2676,1377
2677,1378
2681,1379
2683,31
2685,1380
2685,1381
2685,1382
2685,1383
2686,1384
2687,169
2689,1385
2690,1386
2690,1387
2692,1388
2693,1389
2695,1390
2696,1391
2698,1392
2698,1393
2699,1394
2703,1395
2704,1396
2708,1397
2709,652
2710,1398
2711,1399
2712,1400
2716,1401
2717,1401
2718,1401
2719,1402
2719,1403
2724,1404
2724,1405
2724,1406
2726,1407
2727,1408
2729,978
2730,1409
2732,171
2733,728
2734,1410
2736,87
2737,604
2737,3661
2738,30
2739,30
2742,1322
2743,56
2747,1411
2750,1412
2750,1413
2751,1414
2753,1415
2753,1416
2755,1417
2758,1418
2759,1419
2761,1420
2761,1421
2764,1422
2766,1423
2767,1424
2768,169
2770,1425
2770,1426
2771,1427
2772,549
2773,314
2780,263
2780,264
2783,1428
2784,1429
2785,1430
2786,1431
2788,1432
2789,1433
2790,1434
2791,1435
2794,1436
2795,1437
2795,1438
2796,146
2800,1439
2801,1440
2804,1441
2805,208
2805,1442
2805,1443
2808,171
2808,171
2809,1444
2811,1445
2813,1446
2815,1447
2816,1448
2816,1448
2817,1449
2817,1450
2818,1451
2819,1452
2821,1452
2825,1453
2826,876
2827,24
2829,33
2831,33
2832,1454
2833,1455
2834,1456
2835,713
2836,1457
2836,1458
2837,1459
2839,497
2840,536
2841,1460
2842,1461
2843,10693
2844,549
2845,10693
2846,1462
2847,171
2851,171
2853,1463
2854,1464
2855,1465
2855,1466
2856,1467
2857,1468
2858,1469
2859,1470
2861,1471
2864,1472
2865,1473
2866,1474
2867,1475
2868,1475
2870,1476
2871,1477
2872,1478
2873,1479
2874,1480
2875,1481
2875,1482
2878,1483
2879,1484
2880,1485
2883,1486
2883,1486
2884,1487
2886,1488
2897,1489
2898,1490
2900,377
2901,1491
2902,1492
2903,1493
2903,1494
2903,1494
2903,8015
2905,1495
2906,1496
2914,340
2915,1497
2916,1498
2916,1499
2917,531
2918,1500
2919,1501
2921,1502
2921,1503
2923,1504
2923,9556
2924,1305
2925,296
2928,1505
2932,1506
2933,321
2934,1507
2935,1508
2936,1509
2937,1509
2941,1510
2948,1511
2949,1512
2950,169
2951,1513
2952,1514
2953,1515
2954,1012
2955,728
2956,1516
2961,1517
2962,1518
2963,171
2964,1031
2965,1519
2966,171
2967,24
2968,1520
2971,1521
2972,1522
2972,1523
2974,1524
2975,1525
2976,1526
2978,184
2980,31
2981,1527
2982,1528
2983,1529
2984,71
2986,1530
2987,1531
2988,1532
2989,18
2990,781
2991,781
2992,1533
2994,1534
2994,7772
2995,1195
2996,1535
2997,1536
3001,1537
3005,1538
3007,1539
3009,169
3010,1540
3010,1541
3011,1542
3012,171
3013,604
3013,3661
3016,1543
3017,314
3020,1240
3021,1544
3021,1545
3022,656
3023,1546
3024,1547
3025,1548
3025,1549
3026,1550
3026,1551
3026,1552
3027,1553
3029,719
3032,80
3033,80
3035,967
3039,1554
3041,1555
3043,1556
3044,1557
3045,1558
3046,1559
3047,229
3048,1560
3048,6094
3049,1561
3050,1562
3051,1563
3052,893
3053,1564
3054,1565
3055,1566
3056,1567
3057,1568
3058,1569
3059,1570
3061,1571
3063,169
3064,1572
3066,1573
3066,1574
3066,1573
3066,1574
3067,1575
3067,1575
3070,1576
3071,1577
3073,887
3073,888
3077,7429
3078,1578
3079,1579
3081,1580
3082,187
3083,1581
3084,1582
3085,1583
3085,1584
3086,1193
3088,1585
3089,1586
3096,1587
3097,1588
3097,1588
3098,1589
3098,8913
3099,1590
3100,1591
3100,1591
3101,1592
3102,1593
3103,1594
3104,375
3105,123
3106,1595
3107,1274
3107,1596
3109,1597
3110,33
3113,1598
3114,1599
3115,1600
3116,1601
3116,9482
3118,24
3119,24
3120,24
3121,24
3122,1602
3124,1603
3126,1604
3126,1605
3128,1606
3129,1607
3131,1608
3131,1608
3132,1609
3133,1610
3135,1611
3138,1612
3139,1613
3139,1614
3140,1615
3142,134
3144,1616
3146,1617
3147,1618
3148,1619
3152,1620
3154,1015
3160,1621
3162,1048
3162,1622
3163,1623
3164,1624
3164,1624
3165,1625
3167,1626
3168,1627
3168,1628
3169,1627
3170,1627
3171,1484
3171,186
3172,1629
3173,1630
3179,80
3180,1631
3181,1632
3182,1633
3184,1634
3185,1635
3188,1636
3190,1637
3191,1638
3192,1639
3194,1640
3195,678
3197,1641
3198,1642
3198,1642
3203,1643
3204,1644
3205,1645
3207,1646
3208,9438
3218,24
3219,24
3220,24
3221,1647
3223,1648
3224,1010
3224,1649
3225,1650
3225,1651
3227,1652
3228,1653
3228,1654
3228,1655
3229,1656
3229,1657
3230,1658
3230,1659
3230,9431
3230,9432
3232,1660
3233,1661
3234,1662
3236,863
3237,1663
3241,1664
3242,1665
3243,1666
3247,306
3248,1667
3249,1668
3250,3310
3251,539
3253,1570
3254,1669
3255,1670
3255,1670
3256,1671
3257,1672
3258,1673
3260,1674
3261,1675
3261,1676
3262,1677
3264,1678
3267,1679
3268,1680
3269,1681
3270,1682
3278,24
3279,1683
3280,1684
3281,1685
3282,1686
3283,1687
3284,1688
3285,1328
3286,1689
3288,1690
3295,1691
3296,1692
3296,1693
3296,5550
3297,1692
3297,1693
3297,5550
3300,1694
3300,1695
3301,1696
3301,9402
3302,1697
3304,24
3306,1698
3308,169
3309,1229
3309,1230
3310,699
3312,1699
3314,1700
3314,1701
3314,1702
3315,361
3316,885
3317,1703
3318,1704
3326,1705
3327,1706
3329,1707
3331,1708
3336,321
3337,1709
3337,1709
3340,1710
3341,699
3342,1711
3342,1712
3343,1713
3344,1714
3345,1715
3350,1716
3352,33
3354,707
3355,612
3359,1717
3360,885
3362,30
3363,1718
3364,1719
3365,1103
3367,1720
3368,1721
3370,1722
3371,552
3372,1723
3373,1724
3374,1724
3375,1724
3376,1725
3377,1148
3379,1726
3379,1727
3380,1728
3380,1729
3381,1728
3381,1729
3382,24
3383,24
3384,24
3385,24
3386,1730
3387,1731
3389,1442
3391,1732
3391,7378
3392,1733
3393,1661
3394,1506
3395,30
3396,1734
3398,1735
3400,24
3401,1736
3402,1737
3403,853
3404,1738
3406,24
3407,24
3408,1739
3410,1740
3411,1741
3412,1741
3413,1741
3414,1741
3415,1741
3416,1742
3417,1743
3420,315
3421,315
3422,1744
3423,1745
3423,5900
3424,515
3426,1746
3427,1747
3428,1664
3429,30
3430,1748
3431,1749
3432,1748
3433,45
3435,1750
3436,1276
3437,1751
3438,1752
3439,24
3440,1753
3442,1754
3443,24
3444,24
3445,24
3446,24
3447,24
3448,1755
3450,24
3452,1087
3453,24
3454,1756
3455,1757
3456,1758
3458,24
3459,1759
3460,1760
3463,1761
3464,1762
3465,1763
3466,1764
3468,1627
3469,1765
3470,24
3471,24
3472,24
3472,829
3473,24
3474,24
3475,24
3476,24
3477,24
3480,1766
3481,24
3482,1767
3485,1768
3488,1769
3490,1770
3504,1771
3508,1772
3509,1773
3510,24
3535,24
3552,1774
3553,24
3554,24
3555,24
3556,24
3557,895
3559,1775
3560,1776
3561,24
3563,829
3564,80
3566,1777
3567,1778
3573,1779
3574,1506
3575,1780
3576,1781
3577,1782
3578,24
3579,1783
3580,607
3580,5689
3581,1784
3582,1785
3583,1786
3584,196
3585,1787
3586,303
3587,1788
3588,1789
3589,1790
3590,1791
3591,1792
3592,1793
3593,1794
3594,1795
3595,1796
3595,1796
3596,1797
3598,339
3599,657
3600,1798
3601,1799
3602,1390
3603,1800
3604,1801
3605,1802
3606,704
3607,1803
3609,1804
3610,1805
3611,1806
3612,1807
3613,1808
3614,1809
3615,1810
3616,1811
3617,1812
3618,1813
3619,1814
3622,956
3623,1815
3624,1043
3625,1816
3626,1817
3627,1818
3628,1819
3628,6183
3629,1664
3629,1664
3630,1820
3630,1820
3631,1821
3632,1822
3633,1823
3634,1824
3634,1825
3635,1826
3636,1827
3637,1828
3638,1829
3639,1830
3640,1749
3641,1831
3642,1832
3643,1833
3644,1112
3645,1458
3646,1834
3647,1835
3648,967
3649,1836
3650,290
3652,1664
3654,1837
3655,112
3656,112
3657,1722
3657,7374
3658,1399
3659,616
3660,203
3661,1838
3662,1839
3663,1840
3664,10689
3665,1283
3666,1841
3667,1842
3667,7446
3668,1843
3669,1844
3670,1845
3671,1846
3672,1847
3672,1848
3673,1849
3674,1850
3675,1851
3676,1720
3677,1852
3678,1853
3679,1854
3680,1855
3681,1856
3682,1857
3684,1858
3685,169
3686,1859
3687,24
3688,1860
3689,1861
3690,1862
3691,1863
3692,1864
3693,1865
3694,1866
3696,1685
3697,1867
3698,1726
3699,1868
3699,1869
3700,24
3701,208
3702,1870
3703,1871
3704,1872
3705,1873
3706,1874
3707,1875
3708,1876
3709,1877
3709,1878
3710,1879
3711,1880
3712,1881
3713,1882
3714,1883
3715,829
3716,171
3717,1884
3717,1885
3718,203
3719,203
3720,1886
3721,1887
3722,1888
3723,1889
3724,1890
3725,1891
3725,1892
3726,663
3727,1893
3728,1894
3729,1895
3730,296
3731,1896
3732,1897
3733,1898
3733,1899
3734,1900
3735,330
3736,1901
3737,1902
3738,1903
3739,1025
3740,1904
3740,1904
3741,1905
3742,1906
3743,1907
3744,1908
3745,1909
3746,1909
3746,1910
3747,1911
3748,1912
3749,1913
3750,1914
3751,1915
3752,1916
3753,1917
3754,1918
3755,728
3756,876
3756,1919
3757,1920
3758,1174
3759,462
3760,462
3761,1921
3762,1922
3763,1923
3764,1722
3765,1924
3766,1925
3766,1925
3767,1926
3768,754
3769,1137
3770,1927
3771,1928
3772,326
3773,1929
3773,1930
3773,1931
3774,1932
3775,1933
3776,1934
3777,1935
3778,612
3779,1936
3780,1937
3781,1938
3782,1939
3783,1940
3784,1941
3784,1942
3785,1943
3785,1943
3786,1944
3787,1722
