media_id,actor_id
493,1251
493,1870
493,1871
493,1872
494,1873
495,1874
495,1875
495,1876
495,1877
495,1878
495,1879
495,1880
495,1881
495,60695
497,1882
497,1883
497,1884
497,1885
497,1886
498,1887
498,1888
498,1889
498,1890
498,1891
499,1892
499,1893
499,1894
499,1895
499,4313
499,4508
499,7638
499,13377
499,24621
499,33335
499,51356
499,51357
499,51358
500,1896
500,1897
500,1898
503,1899
503,1900
503,1901
503,1902
503,1903
504,1896
504,1904
504,1905
504,1906
504,1907
505,1908
505,1909
505,1910
508,764
508,1887
508,1911
508,1912
508,1913
508,1914
508,1915
508,1916
508,1917
509,1918
509,1919
509,1920
510,1921
510,1922
510,1923
510,1924
510,1925
511,1895
511,1926
511,1927
513,1928
513,1929
514,1930
514,1931
514,1932
514,1933
514,1932
514,1933
514,13075
514,25960
514,29079
514,29597
514,31268
514,34671
514,39745
514,42243
514,42244
514,42245
514,42246
514,42247
514,42248
514,42249
514,42250
515,1934
515,1935
515,1936
516,1002
516,1937
516,1938
516,1939
516,1940
517,1941
517,1942
518,1943
518,1944
518,1945
518,1946
518,1947
518,1948
518,1949
518,1950
519,1943
519,1944
519,1945
519,1946
519,1947
519,1948
519,1949
519,1950
521,1951
521,1952
521,1953
521,1954
522,682
522,1790
522,1955
522,1956
522,1957
522,1958
522,1959
522,1960
522,1961
522,1962
522,1963
523,1964
524,1965
524,1966
524,1967
525,1648
525,1968
525,1969
525,1970
526,1971
526,1972
528,1973
528,1974
528,1975
529,1976
529,1977
529,1978
529,1979
529,1980
529,1981
529,1982
530,1983
530,1984
530,1985
530,1986
530,1987
531,1988
531,1989
531,1990
531,1991
531,1992
531,1993
531,1994
531,53639
532,1995
532,1996
532,1997
533,1998
533,1999
533,2000
534,974
534,2001
534,2002
534,2003
534,2004
534,2005
536,2006
536,2007
536,2008
538,2009
538,2010
538,2011
538,2012
538,2013
538,2014
538,2015
538,2016
538,2017
538,2018
538,2019
541,2020
541,2021
542,213
542,2022
542,2023
542,2024
542,2025
542,2026
542,2027
542,2028
543,2029
543,2030
543,2031
543,2032
543,2033
543,2034
544,2035
544,2036
544,2037
544,2038
544,2039
544,60684
546,2040
546,2041
546,2042
546,2043
546,2044
546,2045
546,2046
547,333
547,347
547,483
547,616
547,811
547,2047
547,2048
547,2049
547,2050
547,2051
547,26063
548,352
548,615
548,616
548,2052
548,2053
548,2054
548,2055
548,2056
548,2057
549,2058
549,2059
549,2060
549,2061
549,2062
549,2063
551,2064
551,2065
551,2066
551,2067
551,2068
551,2069
551,2070
552,333
552,1514
552,2064
552,2065
552,2066
552,2071
552,2072
552,26063
553,2064
553,2065
553,2066
553,2073
554,2074
554,2075
555,696
555,2076
555,2077
556,2078
556,2079
556,2080
556,2081
556,2082
557,2083
557,2084
557,2085
557,1327
557,1900
557,1936
557,2083
557,2084
557,2085
557,7228
557,9888
557,14047
557,14685
557,20088
557,59662
559,2086
559,2087
559,2088
560,2089
561,1891
561,2090
561,2091
561,2092
561,2093
561,2094
561,2095
561,2096
561,2097
561,2098
563,2099
563,2100
563,2101
563,2102
563,2103
563,2104
563,2105
563,2106
563,2107
563,2108
564,2109
564,2110
564,2111
564,2112
564,2113
565,2114
565,2115
565,2116
566,660
566,2117
566,2118
566,2119
566,2120
566,2121
566,2122
568,2123
568,2124
568,2125
569,2126
569,2127
569,2128
569,2129
569,2130
569,2131
569,2132
569,2133
570,2134
570,2135
570,2136
570,2137
570,2138
571,2139
571,2140
571,2141
571,2142
571,2143
572,2144
572,2145
572,2146
573,697
574,2147
574,2148
574,2149
575,2150
575,2151
576,2152
576,2153
577,2030
577,2154
577,2155
577,2156
577,2157
577,2158
577,2159
577,2160
577,2161
577,2162
577,2163
577,2164
577,2165
577,2166
577,2167
577,2168
577,2169
577,2170
577,2171
577,2172
577,2173
577,2174
577,2175
577,2176
577,2177
577,2178
577,2179
577,2180
577,2181
577,2182
577,2183
577,2184
577,2185
577,2186
577,2187
577,2188
577,2189
577,2190
577,2191
577,2192
577,2193
577,2194
577,2195
577,2196
577,2197
577,57081
578,1608
578,2198
578,2199
578,2200
578,2201
578,2202
578,2203
579,2204
580,2205
580,2206
580,2207
580,2208
580,2209
580,2210
580,2211
580,60778
581,1908
581,2212
581,2213
581,2214
581,2215
582,275
582,489
582,2216
582,2217
582,2218
583,134
583,2219
583,2220
583,2221
583,2222
583,2223
584,2224
585,2225
585,2226
586,2227
586,2228
586,2229
586,2230
586,2231
586,2232
586,2233
587,2234
587,2235
587,2236
587,2237
587,2238
588,763
588,1757
589,2239
589,2240
589,2241
589,2242
589,2243
589,2244
589,2245
589,3254
590,2246
590,2247
590,2248
591,1601
591,2249
591,2250
591,2251
592,2252
592,2253
592,2254
592,2255
592,2256
592,2257
592,2258
592,2259
592,2260
592,2261
594,974
594,2262
594,2263
594,2264
594,2265
595,1328
595,2266
595,2267
595,2268
595,2269
595,2270
596,2271
596,2272
596,2273
596,2274
597,2275
598,275
598,2276
598,2277
598,2278
598,2279
598,60695
599,274
600,2280
600,2281
600,2282
600,2283
600,2284
600,2285
600,2286
601,2287
601,2288
601,2289
601,2290
601,30588
602,2291
602,2292
602,2293
603,2294
603,2295
603,2296
603,2297
603,60688
604,772
604,2298
604,2299
605,2300
605,2301
605,2302
605,2303
605,2300
605,2301
605,2302
605,2303
605,10541
605,32001
605,35195
605,59578
605,59579
605,59580
606,2304
606,2305
606,2306
606,2307
607,2308
607,2309
607,2310
607,2311
607,2312
607,2313
607,2314
608,2315
608,2316
608,2317
609,2318
609,2319
609,2320
609,2321
609,2322
610,2323
610,2324
610,2325
610,2326
610,2327
610,2328
610,2329
610,2330
610,2331
610,2332
610,2333
610,2334
610,2335
610,2336
610,2337
610,2338
610,2339
610,2340
610,2341
610,2342
610,2343
610,2344
610,3437
611,324
611,2345
611,2346
612,2347
612,2348
612,2349
612,2350
612,60693
613,2351
613,2352
614,2353
614,2354
615,2355
615,2356
615,2357
615,2358
616,2359
616,2360
616,2361
616,2362
617,2363
617,2364
617,2365
618,2366
619,2367
619,2368
619,2369
621,2370
621,2371
621,2372
621,2373
622,2374
622,2375
622,2376
622,2377
623,2378
623,2379
623,2380
623,2381
623,2382
623,2383
623,2384
623,2385
624,2386
624,2387
624,2388
624,2389
625,2390
627,2391
627,2392
627,2393
627,2394
627,2395
628,2142
628,2396
628,2397
628,2398
628,2399
628,2400
628,2401
628,5146
628,34656
630,2402
630,2403
630,2404
630,2405
631,2406
631,2407
631,2408
631,2409
632,2410
632,2411
632,2412
632,2413
633,482
633,2414
633,2415
633,2416
633,2417
634,1073
634,2418
634,2419
634,2420
636,2421
637,1073
637,1088
637,1089
638,2422
638,2422
638,43327
638,59519
638,59520
638,59521
638,59522
638,59523
639,2423
639,2424
639,2425
639,2426
639,2427
639,2428
640,2429
641,2430
641,2431
641,2432
641,2433
642,2434
642,2435
642,2436
642,2437
643,2438
643,2439
643,2440
643,2441
643,2442
643,46628
643,47349
643,49850
643,49851
643,49852
643,49853
643,49854
644,2443
644,2444
645,2445
645,2446
645,2447
646,899
647,615
647,1890
647,2448
647,2449
647,2450
648,2451
648,2451
648,7583
648,40606
649,2452
649,2453
649,2454
649,2455
649,2456
650,2457
650,2458
650,2459
650,2460
650,2461
650,2462
650,2463
651,2464
651,2465
651,2466
651,1125
651,2464
651,2465
651,2466
651,31638
651,31998
651,32614
651,37142
651,52965
651,59483
652,2467
652,2468
652,2469
652,2470
652,2471
652,2472
652,2473
652,2474
652,2475
652,2476
652,2477
652,2478
652,2479
652,2480
652,2481
652,2482
652,2483
652,2484
654,2485
654,2486
654,2487
654,2488
654,2489
654,2490
656,2491
656,2492
656,2493
656,47416
658,2342
658,2494
658,2495
658,2496
658,2497
658,2498
658,2499
658,2500
658,2501
658,2502
658,2503
658,2504
658,2505
658,2506
658,2507
659,2508
659,24577
660,2509
661,333
661,2510
661,2511
661,26063
663,2512
663,2513
663,2514
664,2515
664,2516
664,2517
664,2518
665,620
665,1565
665,2519
665,2520
665,2521
665,2522
665,2523
665,2524
665,18935
666,2525
666,2526
667,2527
667,2528
667,2529
668,615
668,832
668,1890
668,2530
668,2531
668,2532
668,2533
668,2534
668,2535
668,2536
668,2537
668,2538
668,2539
668,2540
668,2541
668,2542
668,2543
668,2544
668,2545
668,2546
668,2547
668,2548
669,2549
669,2550
669,2551
669,2552
670,1755
670,2553
670,2554
670,2555
670,2556
670,2557
670,2558
671,2559
671,2560
671,2561
671,2562
672,2563
672,2564
672,2565
673,2566
674,250
674,252
674,2567
674,2568
674,2569
674,2570
674,2571
675,2572
675,2573
675,2574
675,2575
676,2576
676,2577
676,2578
676,2579
676,2580
676,2581
676,2582
676,2583
676,2584
676,2585
678,2586
679,2587
680,2588
